X,Y,MNRF_District,Stocking_Year,Species,Official_Waterbody_Name,Official_French_Waterbody_Name,Unoffcial_Waterbody_Name,Waterbody_Location_Identifier,Geographic_Township,Developmental_Stage,Number_of_Fish_Stocked,Latitude,Longitude,ObjectId
-81.58844,46.73423,Sudbury District,2015,Splake,Johnson Lake,lac Johnson,,17-4550-51756,MONCRIEFF,Fingerlings,600,46.73423,-81.58844,12030
-82.1145701,46.6640898,Sudbury District,2015,Splake,Little Long Lake,lac Little Long,,17-4148-51682,REDDEN,Yearlings,1000,46.6640898,-82.1145701,12031
-82.23403,46.32784,Sudbury District,2015,Splake,Little Trout Lake,petit lac Trout,Camera Lake (Unofficial Name),17-4050-51310,CADEAU,Yearlings,1000,46.32784,-82.23403,12032
-81.598448,46.5979987,Sudbury District,2015,Splake,Long Lake,lac Long,,17-4540-51605,ERMATINGER,Fingerlings,1500,46.5979987,-81.598448,12033
-81.59762,46.73784,Sudbury District,2015,Splake,Loon Lake,lac Loon,,17-4543-51760,MONCRIEFF,Fingerlings,2000,46.73784,-81.59762,12034
-81.89929,46.42978,Sudbury District,2015,Splake,McLander Lake,lac McLander,,17-4309-51420,DUNLOP,Yearlings,1000,46.42978,-81.89929,12035
-81.60123,46.73479,Sudbury District,2015,Splake,Moon Lake,lac Moon,,17-4541-51756,MONCRIEFF,Fingerlings,700,46.73479,-81.60123,12036
-80.98351,46.46238,Sudbury District,2015,Splake,Nepahwin Lake,lac Nepahwin,,17-5026-51439,MCKIM,Yearlings,3000,46.46238,-80.98351,12037
-82.02357,46.38204,Sudbury District,2015,Splake,Neumann Lake,lac Neumann,,17-4218-51369,SHIBANANING,Fingerlings,750,46.38204,-82.02357,12038
-81.65372,46.21367,Sudbury District,2015,Splake,Pleasant Lake,lac Pleasant,,17-4496-51178,FOSTER,Yearlings,500,46.21367,-81.65372,12039
-82.23653,46.51284,Sudbury District,2015,Splake,Splake Lake,lac Splake,,17-4051-51515,LOCKEYER,Fingerlings,1000,46.51284,-82.23653,12040
-81.72206,46.21505,Sudbury District,2015,Splake,Spring Lake,lac Spring,,17-4443-51180,MERRITT,Fingerlings,500,46.21505,-81.72206,12041
-81.98346,45.77755,Sudbury District,2014,Lake Trout,Lake Manitou,lac Manitou,,17-4235-50696,SANDFIELD,Yearlings,12079,45.77755,-81.98346,12042
-82.1405,45.8023,Sudbury District,2015,Splake,Whitefish Lake,lac Whitefish,Otter Lake (Unofficial Name),17-4119-50722,BILLINGS,Fingerlings,1000,45.8023,-82.1405,12043
-81.7359535,46.6108956,Sudbury District,2016,Brook Trout,,,Kit Lake (Unofficial Name),17-4436-51620,VENTURI,Yearlings,500,46.6108956,-81.7359535,12044
-81.6562359,46.7420066,Sudbury District,2016,Brook Trout,,,Key Lake (Unofficial Name),17-4499-51765,MONCRIEFF,Yearlings,500,46.7420066,-81.6562359,12045
-81.9949784,46.3714858,Sudbury District,2016,Brook Trout,,,Shibananing Lake 23 (Unofficial Name),17-4235-51356,SHIBANANING,Yearlings,450,46.3714858,-81.9949784,12046
-81.5967035,46.6192304,Sudbury District,2016,Brook Trout,,,Second Lake (Unofficial Name),17-4543-51628,ERMATINGER,Yearlings,500,46.6192304,-81.5967035,12047
-80.9834254,46.8208945,Sudbury District,2016,Brook Trout,,,Hutton Lake 35 (Unofficial Name),17-5013-51850,HUTTON,Yearlings,500,46.8208945,-80.9834254,12048
-81.3026211,46.6287558,Sudbury District,2016,Brook Trout,,,Clear Lake (Unofficial Name),17-4768-51637,BALFOUR,Yearlings,500,46.6287558,-81.3026211,12049
-82.0512208,46.5511582,Sudbury District,2016,Brook Trout,,,Moses Lake 10 (Unofficial Name),17-4194-51556,MOSES,Yearlings,250,46.5511582,-82.0512208,12050
-81.5185028,46.827765,Sudbury District,2016,Brook Trout,,,Munster Lake 25 (Unofficial Name),17-4604-51859,MUNSTER,Yearlings,500,46.827765,-81.5185028,12051
-81.4343955,46.5754145,Sudbury District,2016,Brook Trout,,,Cedar Lake (Unofficial Name),17-4667-51579,DOWLING,Yearlings,500,46.5754145,-81.4343955,12052
-82.3826452,46.3244965,Sudbury District,2016,Brook Trout,,,Deagle Lake 40 (Unofficial Name),17-3936-51308,DEAGLE,Yearlings,250,46.3244965,-82.3826452,12053
-81.6006467,46.8502171,Sudbury District,2016,Brook Trout,,,Lees Lake (Unofficial Name),17-4542-51885,ULSTER,Yearlings,500,46.8502171,-81.6006467,12054
-81.2501498,46.6664104,Sudbury District,2016,Brook Trout,,,Morgan Lake 32 (Unofficial Name),17-4809-51679,MORGAN,Yearlings,500,46.6664104,-81.2501498,12055
-81.6371464,46.9483833,Sudbury District,2016,Brook Trout,,,Conglomeration Lake (Unofficial Name),17-4515-51994,ANTRIM,Yearlings,1000,46.9483833,-81.6371464,12056
-82.2007619,46.8835639,Sudbury District,2016,Brook Trout,,,Foucault Lake 10 (Unofficial Name),17-4085-51927,FOUCAULT,Yearlings,250,46.8835639,-82.2007619,12057
-82.0934983,46.7073535,Sudbury District,2016,Brook Trout,,,Redden Lake 89 (Unofficial Name),17-4164-51730,REDDEN,Yearlings,750,46.7073535,-82.0934983,12058
-82.0651315,46.7450587,Sudbury District,2016,Brook Trout,,,Oshell Lake 18 (Unofficial Name),17-4186-51772,OSHELL,Yearlings,500,46.7450587,-82.0651315,12059
-81.278654,46.6676943,Sudbury District,2016,Brook Trout,,,Morgan Lake 17 (Unofficial Name),17-4787-51681,MORGAN,Yearlings,500,46.6676943,-81.278654,12060
-81.2704476,46.6735636,Sudbury District,2016,Brook Trout,,,Morgan Lake 20 (Unofficial Name),17-4793-51687,MORGAN,Yearlings,500,46.6735636,-81.2704476,12061
-82.0870486,46.7119147,Sudbury District,2016,Brook Trout,,,Redden Lake 9 (Unofficial Name),17-4169-51735,REDDEN,Yearlings,500,46.7119147,-82.0870486,12062
-81.569292,46.6457385,Sudbury District,2016,Brook Trout,,,Hart Lake 58 (Unofficial Name),17-4564-51657,HART,Yearlings,500,46.6457385,-81.569292,12063
-80.9567556,46.3967252,Sudbury District,2016,Brook Trout,,,Broder Lake 23 (Unofficial Name),17-5033-51379,BRODER,Yearlings,234,46.3967252,-80.9567556,12064
-81.50928,46.66311,Sudbury District,2016,Brook Trout,Benson Lake,lac Benson,,17-4610-51676,CARTIER,Yearlings,500,46.66311,-81.50928,12065
-81.94348,46.3573377,Sudbury District,2016,Brook Trout,Boundary Lake,lac Boundary,,17-4274-51340,GOUGH,Yearlings,1350,46.3573377,-81.94348,12066
-81.88846,46.452,Sudbury District,2016,Brook Trout,Charles Lake,lac Charles,,17-4318-51444,BIGELOW,Yearlings,500,46.452,-81.88846,12067
-80.8215616,46.4736954,Sudbury District,2016,Brook Trout,Coniston Creek,ruisseau Coniston,,17-5128-51475,NEELON,Yearlings,1000,46.4736954,-80.8215616,12068
-81.98666,46.54339,Sudbury District,2016,Brook Trout,Duncan Lake,lac Duncan,,17-4246-51554,MOSES,Yearlings,500,46.54339,-81.98666,12069
-82.17652,46.88841,Sudbury District,2016,Brook Trout,Fifty-five Mile Lake,lac Fifty-five Mile,,17-4098-51927,GERVAIS,Yearlings,1000,46.88841,-82.17652,12070
-82.3900485,46.8012158,Sudbury District,2016,Brook Trout,Frying Pan Lake,lac Frying Pan,,17-3939-51838,LEFEBVRE,Yearlings,1500,46.8012158,-82.3900485,12071
-82.30463,46.3436,Sudbury District,2016,Brook Trout,Gaetano Lake,lac Gaetano,,17-4000-51335,CADEAU,Yearlings,500,46.3436,-82.30463,12072
-80.805254,46.8252543,Sudbury District,2016,Brook Trout,Goat Lake,lac Goat,,17-5148-51859,AYLMER,Yearlings,500,46.8252543,-80.805254,12073
-81.2103481,46.390921,Sudbury District,2016,Brook Trout,Junction Creek,ruisseau Junction,,17-4885-51383,GRAHAM,Yearlings,1000,46.390921,-81.2103481,12074
-81.13149,46.71256,Sudbury District,2016,Brook Trout,Lake Labelle,lac Labelle,,17-4899-51730,LUMSDEN,Yearlings,500,46.71256,-81.13149,12075
-81.52761,46.58423,Sudbury District,2016,Brook Trout,Lost Lake,lac Lost,,17-4596-51589,CASCADEN,Yearlings,500,46.58423,-81.52761,12076
-81.90568,46.10755,Sudbury District,2016,Brook Trout,Wright's Lake,lac de Wright,,17-4300-51062,MCKINNON,Yearlings,1500,46.10755,-81.90568,12077
-81.5634046,46.9309363,Sudbury District,2016,Brook Trout,Macdonald Lake,lac Macdonald,,17-4573-51969,EMO,Yearlings,750,46.9309363,-81.5634046,12078
-81.9943,46.35394,Sudbury District,2016,Brook Trout,May Lake,lac May,,17-4235-51336,GOUGH,Yearlings,900,46.35394,-81.9943,12079
-80.88897,46.83284,Sudbury District,2016,Brook Trout,McFie Lake,lac McFie,,17-5085-51864,PARKIN,Yearlings,500,46.83284,-80.88897,12080
-82.3156913,46.3404925,Sudbury District,2016,Brook Trout,McKiggan Lake,lac McKiggan,,17-3987-51317,DEAGLE,Yearlings,250,46.3404925,-82.3156913,12081
-80.83509,46.72562,Sudbury District,2016,Brook Trout,Minnow Lake,lac Minnow,,17-5126-51745,NORMAN,Yearlings,500,46.72562,-80.83509,12082
-81.5765,46.6659,Sudbury District,2016,Brook Trout,Mousseau Lake,lac Mousseau,,17-4559-51680,HART,Yearlings,500,46.6659,-81.5765,12083
-82.04902,46.29034,Sudbury District,2016,Brook Trout,Moyle Lake,lac Moyle,Clear Lake (Unofficial Name),17-4192-51266,GOUGH,Yearlings,1350,46.29034,-82.04902,12084
-81.6230628,46.2543656,Sudbury District,2016,Brook Trout,Nameless Lake,lac Nameless,,17-4520-51224,FOSTER,Yearlings,450,46.2543656,-81.6230628,12085
-81.6692291,46.3204623,Sudbury District,2012,Brook Trout,Rock Lake,lac Rock,,17-4483-51297,NAIRN,Yearlings,500,46.3204623,-81.6692291,12086
-82.07013,46.41612,Sudbury District,2016,Brook Trout,Novick Lake,lac Novick,,17-4180-51407,BOON,Yearlings,750,46.41612,-82.07013,12087
-81.4260075,46.5734941,Sudbury District,2016,Brook Trout,Poika Lake,lac Poika,,17-4673-51575,DOWLING,Yearlings,500,46.5734941,-81.4260075,12088
-81.48816,46.597,Sudbury District,2016,Brook Trout,Poleline Lake,lac Poleline,,17-4626-51603,CASCADEN,Yearlings,500,46.597,-81.48816,12089
-81.6692291,46.3204623,Sudbury District,2016,Brook Trout,Rock Lake,lac Rock,,17-4483-51297,NAIRN,Yearlings,450,46.3204623,-81.6692291,12090
-81.5738497,46.6444646,Sudbury District,2016,Brook Trout,Shank Lake,lac Shank,Hart Lake 57 (Unofficial Name),17-4561-51656,HART,Yearlings,500,46.6444646,-81.5738497,12091
-82.3808,46.26605,Sudbury District,2016,Brook Trout,Shoe Lake,lac Shoe,,17-3934-51244,SHEDDEN,Yearlings,500,46.26605,-82.3808,12092
-81.50288,46.59784,Sudbury District,2016,Brook Trout,Southwest Snider Lake,lac Snider Sud-Ouest,,17-4615-51604,CASCADEN,Yearlings,500,46.59784,-81.50288,12093
-82.0147,46.43883,Sudbury District,2016,Brook Trout,Stalker Lake,lac Stalker,,17-4219-51425,SHIBANANING,Yearlings,250,46.43883,-82.0147,12094
-82.1181077,46.878813,Sudbury District,2016,Brook Trout,Supple Lake,lac Supple,,17-4148-51920,GERVAIS,Yearlings,750,46.878813,-82.1181077,12095
-82.36932,46.45395,Sudbury District,2016,Brook Trout,Tarsan Lake,lac Tarsan,,17-3948-51452,LEHMAN,Yearlings,500,46.45395,-82.36932,12096
-81.64845,46.29644,Sudbury District,2016,Brook Trout,Tenho Lake,lac Tenho,,17-4500-51270,NAIRN,Yearlings,250,46.29644,-81.64845,12097
-82.04958,46.391,Sudbury District,2016,Brook Trout,Tilt Lake,lac Tilt,,17-4193-51370,SHIBANANING,Yearlings,500,46.391,-82.04958,12098
-82.06097,46.42339,Sudbury District,2016,Brook Trout,Tiplady Lake,lac Tiplady,,17-4185-51414,SHIBANANING,Yearlings,1500,46.42339,-82.06097,12099
-82.37655,46.48979,Sudbury District,2016,Brook Trout,Trap Lake,lac Trap,,17-3938-51485,LEHMAN,Yearlings,750,46.48979,-82.37655,12100
-82.3756198,46.436186,Sudbury District,2016,Brook Trout,Weasel Lake,lac Weasel,,17-3946-51430,GAIASHK,Yearlings,500,46.436186,-82.3756198,12101
-80.82425,46.70672,Sudbury District,2016,Brook Trout,Windy Lake,lac Windy,,17-5134-51724,CAPREOL,Yearlings,500,46.70672,-80.82425,12102
-81.90568,46.10755,Sudbury District,2016,Brook Trout,Wright's Lake,lac de Wright,,17-4300-51062,MCKINNON,Yearlings,450,46.10755,-81.90568,12103
-82.3156913,46.3404925,Sudbury District,2021,Brook Trout,McKiggan Lake,lac McKiggan,,17-3987-51317,DEAGLE,Yearlings,250,46.3404925,-82.3156913,12104
-82.1181077,46.878813,Sudbury District,2018,Brook Trout,Supple Lake,lac Supple,,17-4148-51920,GERVAIS,Yearlings,750,46.878813,-82.1181077,12105
-81.7080491,46.2122587,Sudbury District,2013,Lake Trout,Loon Lake,lac Loon,,17-4455-51177,MERRITT,Yearlings,1500,46.2122587,-81.7080491,12106
-81.98346,45.77755,Sudbury District,2014,Lake Trout,Lake Manitou,lac Manitou,,17-4235-50696,SANDFIELD,Yearlings,12481,45.77755,-81.98346,12107
-80.83509,46.72562,Sudbury District,2021,Brook Trout,Minnow Lake,lac Minnow,,17-5126-51745,NORMAN,Yearlings,1500,46.72562,-80.83509,12108
-82.2709644,46.4575345,Sudbury District,2021,Brook Trout,Moreland Lake,lac Moreland,,17-4027-51454,LOCKEYER,Yearlings,500,46.4575345,-82.2709644,12109
-81.7080491,46.2122587,Sudbury District,2014,Lake Trout,Loon Lake,lac Loon,,17-4455-51177,MERRITT,Yearlings,1500,46.2122587,-81.7080491,12110
-82.36932,46.45395,Sudbury District,2018,Brook Trout,Tarsan Lake,lac Tarsan,,17-3948-51452,LEHMAN,Yearlings,500,46.45395,-82.36932,12111
-81.6337758,46.2441751,Sudbury District,2019,Lake Trout,Elizabeth Lake,lac Elizabeth,,17-4512-51212,FOSTER,Yearlings,1517,46.2441751,-81.6337758,12112
-82.04902,46.29034,Sudbury District,2021,Brook Trout,Moyle Lake,lac Moyle,Clear Lake (Unofficial Name),17-4192-51266,GOUGH,Yearlings,1250,46.29034,-82.04902,12113
-81.59429,46.73339,Sudbury District,2016,Brown Trout,Alaska's Lake,lac d'Alaska,,17-4546-51755,MONCRIEFF,Yearlings,2000,46.73339,-81.59429,12114
-82.3405384,46.3190027,Sudbury District,2019,Lake Trout,Horseshoe Lake,lac Horseshoe,Bellows Lake (Unofficial Name),17-3960-51305,DEAGLE,Yearlings,750,46.3190027,-82.3405384,12115
-81.2626,46.6995,Sudbury District,2012,Brook Trout,Rudy's Lake,lac de Rudy,,17-4799-51716,MORGAN,Yearlings,250,46.6995,-81.2626,12116
-81.8911199,46.7316078,Sudbury District,2013,Splake,,,Marion Lake (Unofficial Name),17-4319-51755,OUELLETTE,Yearlings,750,46.7316078,-81.8911199,12117
-81.6230628,46.2543656,Sudbury District,2021,Brook Trout,Nameless Lake,lac Nameless,,17-4520-51224,FOSTER,Yearlings,500,46.2543656,-81.6230628,12118
-81.58844,46.73423,Sudbury District,2016,Brown Trout,Johnson Lake,lac Johnson,,17-4550-51756,MONCRIEFF,Yearlings,2000,46.73423,-81.58844,12119
-81.64845,46.29644,Sudbury District,2018,Brook Trout,Tenho Lake,lac Tenho,,17-4500-51270,NAIRN,Yearlings,250,46.29644,-81.64845,12120
-82.2356182,46.4967917,Sudbury District,2014,Lake Trout,Tee Lake,lac Tee,Ortona Lake (Unofficial Name),17-4054-51496,LOCKEYER,Yearlings,500,46.4967917,-82.2356182,12121
-82.2990589,46.2593794,Sudbury District,2019,Lake Trout,Kecil Lake,lac Kecil,,17-4001-51234,VICTORIA,Yearlings,5000,46.2593794,-82.2990589,12122
-82.07013,46.41612,Sudbury District,2021,Brook Trout,Novick Lake,lac Novick,,17-4180-51407,BOON,Yearlings,500,46.41612,-82.07013,12123
-81.29782,46.83419,Sudbury District,2012,Brook Trout,Sandcherry Lake,lac Sandcherry,,17-4771-51865,TYRONE,Yearlings,750,46.83419,-81.29782,12124
-82.04958,46.391,Sudbury District,2018,Brook Trout,Tilt Lake,lac Tilt,,17-4193-51370,SHIBANANING,Yearlings,500,46.391,-82.04958,12125
-81.5027501,46.4873885,Sudbury District,2013,Splake,,,Mud Lake (Unofficial Name),17-4614-51481,TRILL,Yearlings,500,46.4873885,-81.5027501,12126
-80.6590651,46.9810824,Sudbury District,2021,Brook Trout,Redpine Lake,lac Redpine,,17-5259-52029,DEMOREST,Yearlings,250,46.9810824,-80.6590651,12127
-81.59429,46.73339,Sudbury District,2014,Rainbow Trout,Alaska's Lake,lac d'Alaska,,17-4546-51755,MONCRIEFF,Yearlings,1000,46.73339,-81.59429,12128
-81.5738497,46.6444646,Sudbury District,2012,Brook Trout,Shank Lake,lac Shank,Hart Lake 57 (Unofficial Name),17-4561-51656,HART,Yearlings,250,46.6444646,-81.5738497,12129
-81.98346,45.77755,Sudbury District,2019,Lake Trout,Lake Manitou,lac Manitou,,17-4235-50696,SANDFIELD,Yearlings,4000,45.77755,-81.98346,12130
-81.6337758,46.2441751,Sudbury District,2016,Lake Trout,Elizabeth Lake,lac Elizabeth,,17-4512-51212,FOSTER,Yearlings,1500,46.2441751,-81.6337758,12131
-81.6692291,46.3204623,Sudbury District,2021,Brook Trout,Rock Lake,lac Rock,,17-4483-51297,NAIRN,Yearlings,500,46.3204623,-81.6692291,12132
-82.3808,46.26605,Sudbury District,2012,Brook Trout,Shoe Lake,lac Shoe,,17-3934-51244,SHEDDEN,Yearlings,500,46.26605,-82.3808,12133
-82.06097,46.42339,Sudbury District,2018,Brook Trout,Tiplady Lake,lac Tiplady,,17-4185-51414,SHIBANANING,Yearlings,750,46.42339,-82.06097,12134
-81.98346,45.77755,Sudbury District,2019,Lake Trout,Lake Manitou,lac Manitou,,17-4235-50696,SANDFIELD,Yearlings,7827,45.77755,-81.98346,12135
-82.3801318,46.7636501,Sudbury District,2013,Splake,,,Brown Lake (Unofficial Name),17-3946-51796,LEFEBVRE,Yearlings,1400,46.7636501,-82.3801318,12136
-82.2990589,46.2593794,Sudbury District,2016,Lake Trout,Kecil Lake,lac Kecil,,17-4001-51234,VICTORIA,Yearlings,5000,46.2593794,-82.2990589,12137
-81.8911199,46.7316078,Sudbury District,2014,Splake,,,Marion Lake (Unofficial Name),17-4319-51755,OUELLETTE,Yearlings,1118,46.7316078,-81.8911199,12138
-81.50288,46.59784,Sudbury District,2021,Brook Trout,Southwest Snider Lake,lac Snider Sud-Ouest,,17-4615-51604,CASCADEN,Yearlings,250,46.59784,-81.50288,12139
-82.0147,46.43883,Sudbury District,2012,Brook Trout,Stalker Lake,lac Stalker,,17-4219-51425,SHIBANANING,Yearlings,250,46.43883,-82.0147,12140
-82.37655,46.48979,Sudbury District,2018,Brook Trout,Trap Lake,lac Trap,,17-3938-51485,LEHMAN,Yearlings,500,46.48979,-82.37655,12141
-81.98346,45.77755,Sudbury District,2019,Lake Trout,Lake Manitou,lac Manitou,,17-4235-50696,SANDFIELD,Yearlings,10974,45.77755,-81.98346,12142
-82.0835138,46.8946334,Sudbury District,2013,Splake,,,Beebe Lake 97 (Unofficial Name),17-4174-51938,BEEBE,Yearlings,714,46.8946334,-82.0835138,12143
-81.98346,45.77755,Sudbury District,2016,Lake Trout,Lake Manitou,lac Manitou,,17-4235-50696,SANDFIELD,Yearlings,2496,45.77755,-81.98346,12144
-82.0835138,46.8946334,Sudbury District,2014,Splake,,,Beebe Lake 97 (Unofficial Name),17-4174-51938,BEEBE,Yearlings,575,46.8946334,-82.0835138,12145
-82.0147,46.43883,Sudbury District,2021,Brook Trout,Stalker Lake,lac Stalker,,17-4219-51425,SHIBANANING,Yearlings,250,46.43883,-82.0147,12146
-82.36932,46.45395,Sudbury District,2012,Brook Trout,Tarsan Lake,lac Tarsan,,17-3948-51452,LEHMAN,Yearlings,500,46.45395,-82.36932,12147
-82.04958,46.391,Sudbury District,2012,Brook Trout,Tilt Lake,lac Tilt,,17-4193-51370,SHIBANANING,Yearlings,500,46.391,-82.04958,12148
-81.93346,46.8134,Sudbury District,2012,Brook Trout,Tomasina Lake,lac Tomasina,,17-4288-51846,GILBERT,Yearlings,1500,46.8134,-81.93346,12149
-81.4990964,46.5528829,Sudbury District,2012,Brook Trout,Twin Lakes,lacs Twin,,17-4617-51570,CASCADEN,Yearlings,250,46.5528829,-81.4990964,12150
-82.2456407,46.4622624,Sudbury District,2012,Brook Trout,Walton Lake,lac Walton,,17-4044-51459,LOCKEYER,Yearlings,500,46.4622624,-82.2456407,12151
-82.3756198,46.436186,Sudbury District,2012,Brook Trout,Weasel Lake,lac Weasel,,17-3946-51430,GAIASHK,Yearlings,500,46.436186,-82.3756198,12152
-80.9868418,46.7716281,Sudbury District,2012,Brook Trout,Wisner Lake,lac Wisner,,17-5013-51790,WISNER,Yearlings,1000,46.7716281,-80.9868418,12153
-81.90568,46.10755,Sudbury District,2012,Brook Trout,Wright's Lake,lac de Wright,,17-4300-51062,MCKINNON,Yearlings,750,46.10755,-81.90568,12154
-81.59762,46.73784,Sudbury District,2012,Brown Trout,Loon Lake,lac Loon,,17-4543-51760,MONCRIEFF,Adult,76,46.73784,-81.59762,12155
-81.6337758,46.2441751,Sudbury District,2012,Lake Trout,Elizabeth Lake,lac Elizabeth,,17-4512-51212,FOSTER,Yearlings,1500,46.2441751,-81.6337758,12156
-81.5416242,46.7638038,Sudbury District,2012,Lake Trout,Geneva Lake,lac Geneva,,17-4583-51789,HESS,Yearlings,1500,46.7638038,-81.5416242,12157
-81.5416242,46.7638038,Sudbury District,2012,Lake Trout,Geneva Lake,lac Geneva,,17-4583-51789,HESS,Yearlings,500,46.7638038,-81.5416242,12158
-82.3405384,46.3190027,Sudbury District,2012,Lake Trout,Horseshoe Lake,lac Horseshoe,Bellows Lake (Unofficial Name),17-3960-51305,DEAGLE,Yearlings,1000,46.3190027,-82.3405384,12159
-82.2990589,46.2593794,Sudbury District,2012,Lake Trout,Kecil Lake,lac Kecil,,17-4001-51234,VICTORIA,Yearlings,4500,46.2593794,-82.2990589,12160
-81.598448,46.5979987,Sudbury District,2012,Lake Trout,Long Lake,lac Long,,17-4540-51605,ERMATINGER,Yearlings,2000,46.5979987,-81.598448,12161
-81.7080491,46.2122587,Sudbury District,2012,Lake Trout,Loon Lake,lac Loon,,17-4455-51177,MERRITT,Yearlings,1500,46.2122587,-81.7080491,12162
-80.9567556,46.3967252,Sudbury District,2012,Rainbow Trout,,,Broder Lake 23 (Unofficial Name),17-5033-51379,BRODER,Yearlings,2000,46.3967252,-80.9567556,12163
-81.8911199,46.7316078,Sudbury District,2012,Splake,,,Marion Lake (Unofficial Name),17-4319-51755,OUELLETTE,Yearlings,2500,46.7316078,-81.8911199,12164
-81.6008824,46.7604983,Sudbury District,2012,Splake,,,Shoe Lake (Unofficial Name),17-4541-51785,MONCRIEFF,Yearlings,1000,46.7604983,-81.6008824,12165
-81.6109079,46.6047563,Sudbury District,2012,Splake,,,Third Lake (Unofficial Name),17-4532-51612,ERMATINGER,Yearlings,900,46.6047563,-81.6109079,12166
-82.0835138,46.8946334,Sudbury District,2012,Splake,,,Beebe Lake 97 (Unofficial Name),17-4174-51938,BEEBE,Yearlings,1500,46.8946334,-82.0835138,12167
-82.1324941,46.8203658,Sudbury District,2012,Splake,,,Gervais Lake 78 (Unofficial Name),17-4136-51856,GERVAIS,Yearlings,1500,46.8203658,-82.1324941,12168
-80.9567556,46.3967252,Sudbury District,2012,Splake,,,Broder Lake 23 (Unofficial Name),17-5033-51379,BRODER,Yearlings,1000,46.3967252,-80.9567556,12169
-81.59429,46.73339,Sudbury District,2012,Splake,Alaska's Lake,lac d'Alaska,,17-4546-51755,MONCRIEFF,Yearlings,500,46.73339,-81.59429,12170
-81.8273618,46.1156307,Sudbury District,2012,Splake,Alexander Lake,lac Alexander,,17-4363-51070,MCKINNON,Yearlings,1500,46.1156307,-81.8273618,12171
